id,date,user,pc,activity
{V1O7-P8VT36ZV-1294LDGA},03/30/2010 18:06:00,EHB0420,PC-1586,Logoff
{Y4J9-I1CO74FY-7610MVDR},05/28/2010 07:19:00,BBS0039,PC-9436,Logon
{J6K0-V9IG86EP-4991EGYM},12/06/2010 18:37:00,WPE0538,PC-5785,Logoff
{S8X8-W2QS37XM-1497FSHC},02/12/2010 08:08:00,ERH0449,PC-1389,Logon
{G1O6-Z5SI31QR-1531GYHZ},11/17/2010 08:01:00,DTP0379,PC-4861,Logon
{L0A1-P3QK27OX-1478TPPG},07/16/2010 07:03:00,KRG0158,PC-9770,Logon
{G5B1-J4XV87QG-7460SXDL},12/01/2010 07:22:00,OMM0944,PC-0378,Logon
{Q8Q2-S9YG87PR-9513OEBK},02/17/2011 00:43:10,QNP0216,PC-1313,Logon
{I7Q7-I7AQ96GC-7139WLME},01/19/2011 11:51:37,KCS0173,PC-5117,Logon
{V9M8-G9YD18CW-1831JCMB},02/02/2011 07:34:00,NWK0215,PC-8370,Logon
{S8H0-M8OF20XN-9725QAET},10/12/2010 07:29:38,MPM0220,PC-0377,Logoff
{I3D5-Z1NR89GB-2376WXEN},02/21/2011 22:09:40,WPR0368,PC-6824,Logoff
{I3M1-D1KT36XB-5523BXFH},04/29/2010 09:20:00,OYM0026,PC-9261,Logon
{M3M1-V4MM73DE-3502EFYB},09/13/2010 07:49:00,KJS0618,PC-0133,Logon
{J7J2-H4PV49BS-8319YUGU},03/10/2010 08:17:00,SLP0762,PC-3922,Logon
{T9A3-K3EZ31WH-7160NYFM},12/28/2010 08:01:00,TLM0797,PC-4577,Logon
{Z5G2-K5WN17YN-0332DLTC},03/11/2010 15:59:00,NCO0666,PC-6519,Logoff
{S3X9-Q4VD81VP-2000UHML},01/06/2010 17:11:00,MMB0488,PC-6251,Logoff
{S1Y0-W2MN58PB-7040SWFC},08/06/2010 08:17:00,ASB0796,PC-1130,Logon
{T3U2-M4ZO27UN-6640APOZ},11/16/2010 11:02:33,JDC0030,PC-0246,Logon
{E6Q9-U1LZ58LQ-4639XRKQ},01/07/2010 15:44:00,JRG0207,PC-8908,Logoff
{M3W6-M8KL21HM-5353EGPV},02/10/2011 07:56:00,NNA0610,PC-1500,Logon
{M5L0-P6YQ20PX-2156BQUU},02/01/2010 11:03:51,BAL0044,PC-5179,Logon
{E4Q9-A6AN19YF-1401YIJF},05/11/2010 19:32:00,BMG0917,PC-6688,Logoff
{Q3P6-A4SO13IA-7441VHGH},04/08/2010 13:37:25,RAW0915,PC-2113,Logon
{Z4E4-P0VF42LN-5626UDBM},03/15/2010 08:24:00,CRK0916,PC-6417,Logon
{M2M0-B8VQ20SO-8504HSDF},03/30/2011 17:50:00,FGW0853,PC-8055,Logoff
{I0G4-K5NE14IL-2353XZFH},05/05/2010 12:32:52,DLS0383,PC-0120,Logon
{W2S9-M5BR67RD-6474XJKK},02/04/2011 16:38:47,IKP0472,PC-4124,Logon
{Y5L8-A1VO55MA-2780FKUM},02/22/2011 18:14:00,NMS0280,PC-8262,Logoff
{S0B6-D1QY48DU-1248CIUD},01/21/2010 17:10:00,HCV0478,PC-5977,Logoff
{Y1Q7-J9JZ13DO-1226YRKC},02/10/2010 17:42:00,KBS0874,PC-5106,Logoff
{N3B5-T9FH44MI-9729OOAP},06/04/2010 17:27:00,WAB0143,PC-8014,Logoff
{Z6B8-T1BG83PW-4840ELIL},05/13/2011 07:53:00,NDM0417,PC-9134,Logon
{R8L6-J7GD65OK-1952YDHZ},06/07/2010 22:41:16,QNP0216,PC-1275,Logoff
{G8K0-D1KK98RO-6930NQPY},04/06/2011 08:27:00,HDD0806,PC-6032,Logon
{J8B9-B9KB24IC-7462LNRX},01/15/2010 08:13:00,OBH0499,PC-7989,Logon
{S7B1-D9HV28OF-1320SSFC},03/23/2010 11:35:20,KBG0549,PC-0146,Logon
{O9Z1-B1FF71EE-5754YEVG},07/26/2010 09:01:00,ALD0529,PC-1187,Logon
{J2L6-U2AI86NW-2691HNFD},07/18/2010 14:03:19,IAR0694,PC-4124,Logon
{J4E0-S2TS64ZU-6935OARA},04/23/2010 16:59:00,IJM0444,PC-8734,Logoff
{J7S8-E1HW98EB-1569LMTV},07/23/2010 17:47:00,DAG0558,PC-0494,Logoff
{L7Q3-N9XS53PJ-3702ZVHK},03/31/2010 18:52:00,DJS0682,PC-5909,Logoff
{M8G3-H5RK52AO-3510EHQO},01/24/2010 14:04:02,HDD0806,PC-6032,Logon
{D9E7-H6BG07HZ-0468XAXD},02/26/2010 10:45:23,SVS0871,PC-2335,Logon
{S9V2-V2TI32CH-0686QGWI},09/09/2010 08:02:00,BDB0453,PC-1949,Logon
{M5M2-Y2YH82ZT-0691TOCW},12/10/2010 07:48:00,HVF0067,PC-9939,Logon
{G9V3-J6PF86HP-5333YQXE},12/27/2010 08:07:00,VCY0751,PC-5337,Logon
{F4N3-F1KO51WZ-7299SMYT},02/24/2011 12:54:59,PES0085,PC-3605,Logon
{V2X3-R2SI64YC-9005ECLB},03/01/2010 17:28:00,SMB0804,PC-6988,Logoff
{V6Y8-T5DS27EJ-4623RFHT},04/13/2010 12:00:58,LRR0148,PC-4275,Logon
{C3A4-K9UR63UO-8348GREG},02/03/2011 15:48:00,ARL0034,PC-9080,Logoff
{H5I9-Q7CX34VI-6415OMWH},06/04/2010 18:22:00,LUR0896,PC-9067,Logoff
{H5V5-H4TP60WM-6581XIHT},10/14/2010 18:08:00,FTM0406,PC-1786,Logoff
{I0U7-O0PW31CV-0375EQZJ},11/10/2010 22:30:20,DMG0358,PC-2417,Logoff
{X4K0-X6QF60AP-5210PCJB},09/21/2010 07:06:00,QNF0205,PC-0683,Logon
{W9T8-G6XV02GK-8326MTSD},02/28/2011 17:09:00,NMC0486,PC-4455,Logoff
{T9M9-L8TU13JI-3347NXNF},04/11/2010 16:28:00,SBN0971,PC-0151,Logoff
{L8P9-F6QR64AP-3939HVWJ},07/30/2010 07:47:00,FLM0213,PC-8453,Logon
{X7P1-T3ID27UC-0673ADCX},01/07/2010 07:19:00,JGM0934,PC-3301,Logon
{H3S8-T9JA16KY-8665GJCV},05/07/2010 10:14:40,AJR0319,PC-4736,Logon
{I9H5-Y5JV66TH-3505DXZF},07/18/2010 16:58:00,IIW0249,PC-0843,Logoff
{J0T3-F7ZN36HA-0173WFHU},04/25/2011 08:32:00,IYB0918,PC-6119,Logon
{K0I6-U4QA23XY-1014NKOE},10/01/2010 18:08:00,MLG0475,PC-7399,Logoff
{Y8N4-C6AU26YU-1104LZIR},01/12/2010 18:09:00,CCL0068,PC-7699,Logoff
{N4C2-W9LC87EO-7257HDJV},01/06/2011 08:33:00,PAD0773,PC-3959,Logon
{D7D2-Y2PV09ZR-3324FNNB},05/06/2010 07:48:00,EMS0317,PC-9647,Logon
{V9G9-Q2BW56RJ-6285XTID},05/26/2010 14:46:07,HWH0646,PC-8087,Logon
{M0J6-L1FZ71RE-2174VSVC},06/03/2010 14:08:02,HCV0478,PC-5977,Logon
{A9Z3-H5GX30XL-2792KJYE},04/13/2011 07:22:00,FAW0032,PC-5866,Logon
{R5J5-I0WY54FF-2554RQEI},08/30/2010 18:57:00,KKC0683,PC-2690,Logoff
{D8L8-F6IB83GX-2205KIDG},03/07/2011 07:12:00,MLM0950,PC-9787,Logon
{D4W2-O1LB95WI-8065KTQF},12/21/2010 15:07:30,MIB0904,PC-7811,Logon
{C2D4-A7ZW23JY-0760YOBE},09/13/2010 18:08:00,ANP0555,PC-6173,Logoff
{I2K1-F8MY54RH-3929CHYQ},01/22/2010 07:44:00,DTT0076,PC-9973,Logon
{G8D4-U7ME26KJ-7958AIKK},04/06/2011 07:09:00,NHH0185,PC-3723,Logon
{Q2K4-E5TV51GM-0936YTXW},02/16/2010 08:10:00,CNE0352,PC-2766,Logon
{D1G4-V1LS65TV-4548PZHV},10/07/2010 08:15:00,HGH0595,PC-7311,Logon
{S6X7-S8LS48OJ-3625WRBM},02/16/2011 08:03:00,IJM0444,PC-8734,Logon
{Y6N9-U5VR64IA-9420VGUV},02/26/2010 15:43:00,KTG0091,PC-7913,Logoff
{T2Z4-V1WA59GZ-4460YNTB},02/21/2011 07:46:00,IBB0696,PC-4289,Logon
{A8Z6-N6HX14CD-1025AJUO},01/28/2010 16:43:03,CSP0197,PC-4124,Logon
{S1V9-L8TQ48MP-2573EHXJ},05/27/2010 18:11:00,CMS0454,PC-4155,Logoff
{Z8A2-D7EM59KA-2936QYMA},03/03/2010 15:59:00,ASL0378,PC-5031,Logoff
{I8Z7-V7NZ73XS-9299SZEO},04/07/2010 12:35:28,SGM0021,PC-1528,Logon
{G9A3-R0PO72CI-7890OAIS},09/08/2010 17:19:00,MMB0488,PC-6251,Logoff
{X3H7-W9QF58JG-1304YZUA},04/05/2010 07:07:00,ONL0276,PC-2891,Logon
{P9U6-N2DT14QG-3503QJXO},06/16/2010 17:54:00,JJH0292,PC-5941,Logoff
{N2R1-S0MV36WJ-9163PRNW},08/10/2010 07:36:00,DTT0076,PC-9973,Logon
{F7N0-D8DT03OB-1909GFBO},12/30/2010 15:58:00,NCO0666,PC-6519,Logoff
{L0M5-U8RD72WF-3386AITE},05/18/2010 07:53:00,JPW0741,PC-5762,Logon
{V4F1-A5MJ04UN-3569EWVN},05/12/2010 07:09:00,DJB0159,PC-3907,Logon
{R9K7-M2OP90XU-6143ILMP},02/23/2011 17:14:00,RAG0275,PC-3094,Logoff
{X5C5-Y7LQ63ZC-4022DMHO},12/20/2010 08:30:00,HAH0760,PC-1038,Logon
{Z0Z3-Z6EQ70VE-5901DGUZ},06/29/2010 08:30:00,NMG0766,PC-6258,Logon
{S1V0-J4KX03WR-4607GUGU},10/14/2010 08:25:00,PTH0830,PC-8118,Logon
{L4A2-B0BR39WE-1444XJVK},04/11/2011 21:03:00,HCL0651,PC-8314,Logoff
{I3N8-N2QR62MQ-6440ONTN},08/02/2010 11:25:35,GCG0951,PC-4704,Logon
{L3H6-W7GR98VI-4797YYRI},08/10/2010 08:02:00,MHG0244,PC-9988,Logon
{V3W6-L4QD01DO-1480IWII},02/16/2010 08:07:00,MLG0475,PC-7399,Logon
{E1F7-J5HR83CK-2126AKHJ},04/20/2010 13:12:43,KMB0922,PC-1725,Logon
{S9C1-R3JJ45IK-7816IHIH},02/05/2010 07:51:00,AIP0982,PC-3733,Logon
{F6R4-L8QG60FU-7951QIIU},11/12/2010 15:21:43,VAA0087,PC-3847,Logon
{I8M2-Q2UB68WN-8492SVGG},11/23/2010 02:01:42,ACC0042,PC-8354,Logon
{Z8Q6-X3AO89UT-2013IEFG},04/22/2010 08:27:00,SSJ0784,PC-0840,Logon
{Y0T1-E2ER28EI-6772EBHY},01/20/2011 17:04:00,DSB0731,PC-9254,Logoff
{O1K5-Y5MS55DF-3485EXEO},01/08/2011 18:15:00,NMS0280,PC-8262,Logoff
{R8K0-P6RD56SX-9241NKBD},02/03/2010 17:53:00,ICH0294,PC-8526,Logoff
{O4B6-H8AB24FP-4013DJTA},09/17/2010 15:40:00,IMG0320,PC-0422,Logoff
{V0N0-T2PI32MO-8367FQZK},01/13/2010 08:32:00,MSG0839,PC-3227,Logon
{D8W1-M9VT56SW-8678VJSZ},03/25/2011 12:15:29,RVF0201,PC-7899,Logon
{F8W4-I7SD21XE-2170JZXX},06/22/2010 07:53:00,CRP0456,PC-4328,Logon
{B0C2-J6UJ78SZ-4572WJHT},05/02/2011 16:57:00,GCC0744,PC-3935,Logoff
{U8V8-R3MN05CI-8423ORTV},06/28/2010 07:53:00,ERH0449,PC-1389,Logon
{I4G1-R8QQ24RR-5182LNOY},09/27/2010 08:05:00,BXJ0010,PC-2231,Logon
{W9E8-K8AN62NU-2002GWCK},03/18/2010 09:05:00,SSR0278,PC-5083,Logon
{M4I2-H0UI86QG-5246IBZS},02/26/2010 18:23:00,CSJ0340,PC-1518,Logoff
{N1Z0-P7FY62SL-9275UPNK},01/06/2010 08:00:00,FBW0747,PC-2349,Logon
{F6E1-W4MS62DW-4250FBQI},03/26/2010 07:50:00,BAM0611,PC-3620,Logon
{I1W5-A1UP83HX-7011IHPH},04/17/2011 14:58:05,BVC0790,PC-0008,Logon
{N7W6-D1HS49PU-9846ZBHD},05/03/2011 17:35:00,LTS0860,PC-1651,Logoff
{A7S8-J7WA08IL-2639ATUF},12/10/2010 16:59:00,MIM0712,PC-1526,Logoff
{R2W0-F6UL44YN-3880RJEO},11/18/2010 18:03:00,HBO0413,PC-7384,Logoff
{V9Q4-C6TV84SH-2640XEYJ},01/06/2011 16:03:00,ASV0946,PC-2806,Logoff
{P9F1-R2YX64GV-2300NTDM},05/16/2011 07:15:00,ELH0960,PC-7775,Logon
{D9J7-A2LP83ZC-0362VAYD},04/27/2011 07:59:00,EHB0420,PC-1586,Logon
{Y5F3-O3MT77KD-1295BOPK},05/07/2010 13:10:54,SCP0130,PC-4124,Logon
{E4S9-K7VY28UK-4077RDUL},09/27/2010 09:11:00,ZMC0284,PC-3947,Logon
{M6K9-P3JU44YQ-2455MIFD},12/16/2010 08:11:00,JBM0350,PC-9744,Logon
{W7K1-B0FM18MA-6600GOOU},06/28/2010 08:52:00,PSF0133,PC-4925,Logon
{H5G4-G2GB01WC-7850IJVB},03/30/2010 08:02:00,KPP0452,PC-3989,Logon
{C9S3-A4LW93KX-3632QICN},02/24/2011 17:03:00,SCF0608,PC-8864,Logoff
{L8P1-Q3WY66LZ-0897CUIN},09/09/2010 18:10:00,SCP0130,PC-2057,Logoff
{U4F4-K7UR68VA-4942VJJB},08/10/2010 18:06:00,KJG0910,PC-7082,Logoff
{Y4J2-S0LG77CX-3661CELU},04/09/2010 18:29:00,SLT0907,PC-1708,Logoff
{Y8U4-D3WJ77IC-9272NFFA},05/05/2010 20:25:00,BWH0813,PC-5110,Logoff
{Q2N5-K1GN16UL-1738TVDR},01/04/2010 12:38:12,CTR0697,PC-1282,Logon
{R1B2-G8DI47HP-5434BRTX},04/05/2010 16:30:00,GCC0945,PC-6694,Logoff
{Q4L8-X0LP99KP-8675RFCA},11/01/2010 08:32:00,BWH0813,PC-5110,Logon
{H9U6-R7CW09BD-9200QVWH},05/10/2010 07:17:00,LHB0967,PC-2996,Logon
{I8M8-O4GU93CS-8063UGUL},08/05/2010 12:26:23,BKW0374,PC-5117,Logon
{I6M6-C8PW50OO-2169GBNN},09/29/2010 07:52:00,AIM0627,PC-3297,Logon
{V5E4-F1JY53FG-8030MANZ},02/24/2011 23:11:08,WDD0366,PC-0155,Logoff
{S4Y6-U3EK59KO-7565TXGM},03/21/2011 22:54:01,JAV0361,PC-5508,Logon
{X6U8-J8FR74VE-5532GUCH},04/20/2010 10:41:49,HAD0246,PC-0926,Logon
{I0O7-H0WF03KW-6625LOTW},03/01/2010 07:45:00,MKG0711,PC-2368,Logon
{U0L6-K0KW62KS-9294ANQX},03/01/2011 17:53:00,HGG0240,PC-1108,Logoff
{G0L7-B5VO83NG-6886LAYY},11/01/2010 19:29:00,AES0827,PC-2770,Logoff
{U2B0-B3JS92IP-5640REDS},10/01/2010 18:37:00,WPE0538,PC-5785,Logoff
{F0K8-J2KC73ST-8212YUWG},03/29/2010 11:34:53,AIP0394,PC-3942,Logon
{K5E6-H1EG03NF-4600QDPG},03/13/2010 07:49:00,BRS0734,PC-4785,Logon
{O8U6-O2IZ17VC-8220SPZH},09/29/2010 12:37:15,SRH0155,PC-9919,Logon
{I0F7-A3LX88AL-3752AADB},04/14/2011 08:30:00,JDC0030,PC-0246,Logon
{Y1Q2-R9HQ56ZN-3014TAYX},10/22/2010 08:31:00,BHC0665,PC-6706,Logon
{B1Z7-A2LH15ER-7206RVFN},03/22/2011 17:21:00,CAM0102,PC-6247,Logoff
{Z0L1-X0YD74XF-5427LPQZ},01/31/2011 17:06:00,RCC0617,PC-8214,Logoff
{U6U6-R7QA28MS-5030GZFQ},09/27/2010 09:18:00,TLK0993,PC-2064,Logon
{P8P8-B2AF50UT-5449GOKL},02/21/2011 09:18:00,HRL0540,PC-1117,Logon
{P6B8-U7LQ21RG-7486ZUIV},02/08/2010 07:47:00,SRS0231,PC-3684,Logon
{B9Q2-L3HD31JY-1217ZSPM},04/07/2011 07:40:00,WXH0872,PC-9460,Logon
{I9R8-A7ON07KJ-8056OZFA},08/30/2010 17:57:00,KRM0541,PC-4722,Logoff
{G0R5-K9UL07LF-8672HVIG},03/04/2010 19:44:00,TRK0914,PC-6523,Logoff
{T6K0-E8KB32OR-7046LTGK},09/07/2010 16:43:00,UAD0771,PC-2499,Logoff
{Y7Y7-O7IZ76JQ-2621PRCT},10/22/2010 07:17:00,KSP0966,PC-6985,Logon
{C3N5-Y3DA65FJ-6603MFAJ},02/07/2011 08:48:00,JJH0292,PC-5941,Logon
{W6R6-Q9VI25MY-2858YJMI},08/12/2010 15:56:00,KCS0173,PC-5117,Logoff
{A3D7-G2CB73JD-5269BCKP},06/11/2010 18:04:00,AGB0186,PC-8410,Logoff
{C8A0-C8EP20BM-8041CEBR},10/27/2010 08:58:44,WDD0366,PC-4124,Logoff
{I0I6-B3TH56TL-6026FJTL},02/08/2010 19:40:00,IJR0825,PC-8560,Logoff
{C5G0-P9PL63GS-0919QFWC},02/07/2011 08:23:00,AKC0924,PC-0985,Logon
{N9X9-H9GI58YI-7435NJGC},06/17/2010 15:30:00,DVM0265,PC-3324,Logoff
{H8S1-H2ZR83YJ-2860FKUY},08/02/2010 13:52:13,SDB0106,PC-3847,Logon
{C1R2-N9NO67RD-0224DUYX},09/07/2010 13:02:46,GZC0735,PC-8219,Logon
{B8A2-O0FL07SG-6767SCHD},05/20/2010 07:47:00,DZC0228,PC-7478,Logon
{K6H2-V4IN47YT-5734LBCZ},11/09/2010 21:35:36,QNP0216,PC-9134,Logoff
{Y8M1-D6AI39GT-6207IOYU},01/31/2011 16:40:00,HAH0760,PC-1038,Logoff
{V1E1-O0PL67ET-0838JLMK},03/02/2011 09:06:00,MVB0515,PC-3476,Logon
{O5E5-P4UF06IP-8335OZTT},07/01/2010 07:39:00,WAS0254,PC-0470,Logon
{Q7O0-D8AA79EE-7768JATD},10/07/2010 16:07:00,KDS0349,PC-1478,Logoff
{M8N4-M5HO43UP-1399CORS},02/18/2010 18:14:00,KBG0549,PC-0146,Logoff
{A7W6-Z6QM14CM-6761WKKU},04/26/2011 07:53:00,AAV0450,PC-6419,Logon
{D2J2-B8WT18CT-8905UJWD},09/22/2010 13:26:07,TDJ0998,PC-7508,Logon
{U4Q1-Q7AQ87NN-5763TJTK},05/19/2010 19:17:00,TJD0996,PC-7107,Logoff
